newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_13,3,Du 13 janvier,ALGER,12 janv.,,vap.,fr.,MARECHAL-BUGEAUD,679 tx,e. Thuillier,avec 173 tx div.,p. divers,Compagnie Transatlantique,"47 passagers, dont 3 militaires.","ALGER, 12 janv., vap. fr. MARECHAL-BUGEAUD, 679 tx, e. Thuillier, avec 173 tx div. p. divers; Compagnie Transatlantique; 47 passagers, dont 3 militaires."
MAR_SM,1895_1_13,3,Du 13 janvier,ANTIBES,25 dée.,,goél.,fr.,MARIE THERESE,100 tx,e. Garguilo,avec 130 tx poteries et divers,p. Alger,nav,au capitaine: (relâche),"ANTIBES 25 dée.. goél. fr. MARIE THERESE, 100 tx, e. Garguilo, avec 130 tx poteries et divers p. Alger: nav, au capitaine: (relâche).."
MAR_SM,1895_1_13,3,Du 13 janvier,BARCELONE,11 janv,,yacht vap,ang,TAURUS,136 tx,e Kidby,sur lest,,"nav ""à M. Salomou",,"BARCELONE, 11 janv, yacht vap. ang. TAURUS, 136 tx, e Kidby, sur lest; nav. ""à M. Salomou"
MAR_SM,1895_1_13,3,Du 13 janvier,BERDIANSKA,22 oct,"Constantinople, 16 nov.; Catane, 7 décembre",grec,,MARINO-VAGLIANO,"de, 485 tx",e. Mussuri,avec 880 tx blé,p. M. N. Cuppa,nav. à M Lemaitre,,"BERDIANSKA, 22 oct; Constantinople, 16 nov.; Catane, 7 décembre, 3-m grec MARINO-VAGLIANO, 485 tx, e. Mussuri, avec 880 tx blé p. M. N. Cuppa; nav. à M Lemaitre."
MAR_SM,1895_1_13,3,Du 13 janvier,CARDIPP,2 janv.,,vap,ang,SARAH-RADCLIFFE,1406 tx,e. Philipps,"avec 2,700 tx charbon & ordre",,nav. à M. Frisch,passé le Detroit le 8 janvier.,"CARDIPP, 2 janv., vap. ang SARAH-RADCLIFFE, 1406 tx, e. Philipps, avec 2,700 tx charbon & ordre: nav. à M. Frisch; passé le Detroit le 8 janvier."
MAR_SM,1895_1_13,3,Du 13 janvier,CARDIFF,3janv.,,vap. ang.,,EARL-OF DUNFRES,905 tx,e. Arthur,"avec 1,800 tx charbon",à ordre,nav M. Watt-Ward,passé le Detroit le 9 janvier.,"CARDIFF, 3janv., vap. ang. EARL-OF DUNFRES, 905 tx, e. Arthur, avec 1,800 tx charbon à ordre; nav M. Watt-Ward; passé le Detroit le 9 janvier."
MAR_SM,1895_1_13,3,Du 13 janvier,GIBRALTAR,29 déc.,,yacht à vap.,ang.,QUEEN-MAR,65 tx,e. Pryer,sur lest,,"nav, à Lord X.",,"GIBRALTAR, 29 déc., yacht à vap. ang. QUEEN-MAR, 65 tx, e. Pryer, sur lest; nav, à Lord X."
MAR_SM,1895_1_13,3,Du 13 janvier,GIRGENTI,janv.,,goél,dan,ASTREA,236 tx,c Svune,avec 400 ix soufre,à ordre,le navire au capitaine,,"GIRGENTI, janv., tr.-m goél. dan. ASTREA. 236 tx, c Svune, avec 400 ix soufre, à ordre, le navire au capitaine."
MAR_SM,1895_1_13,3,Du 13 janvier,LA CIOTAT,12 janv.,,vap,fr,SAINT-MARIUS,23 tx,e. Martino,50 tx pavés,p. M. David,nav. au capitaine,,"LA CIOTAT, 12 janv., vap. fr. SAINT-MARIUS. 23 tx, e. Martino, 50 tx pavés p. M. David; nav. au capitaine."
MAR_SM,1895_1_13,3,Du 13 janvier,L'ESTAQUE,12 janv.,,catt,fr,JUSTIN-MARIE,59 tx,e. Antonini,avec 85 tx briques,p. Nice,nav. au capitaine,(relache),"L'ESTAQUE, 12 janv., catt. fr. JUSTIN-MARIE, 59 tx, e. Antonini, avec 85 tx briques p. Nice; nav. au capitaine; (relache)."
MAR_SM,1895_1_13,3,Du 13 janvier,MADDALENA,27 déc.,,tr.-m.,it.,DINO,486 tx,e. Gianonni,avec 400 tx charbon de bois,p Barcelone,le nav. au capitaine,,"MADDALENA (Sardaigue), 27 déc., tr.-m. it. DINO, 486 tx, e. Gianonni, avec 400 tx charbon de bois, p Barcelone le nav. au capitaine."
MAR_SM,1895_1_13,3,Du 13 janvier,NICE,12 janv.,,chal.,fr.,MARSEILLAIS,133 tx,e. Allard,sur lest,,nav. à M. D'Ollières,,"NICE, 12 janv., chal. fr. MARSEILLAIS, 133 tx, e. Allard, sur lest; nav. à M. D'Ollières."
MAR_SM,1895_1_13,3,Du 13 janvier,PROPRIANO,26 déc.,,br.,fr.,CHRISTOPHE,113 tx,e. Purruggia,avec 140 tx charbon de bois,p. M. Ghirardi,nav. au capitaine,,"PROPRIANO 26 déc., br. fr. CHRISTOPHE, 113 tx, e. Purruggia, avec 140 tx charbon de bois p. M. Ghirardi; nav. au capitaine."
MAR_SM,1895_1_13,3,Du 13 janvier,RETHYMO,6 janv.,,br.-goél,ott,EVGHENIA,162 tx,c. Anagnosti,avec 165 tx caroubes,p. Cette,pav. au capitaine,(relâche),"RETHYMO, & dée; Nice, 6 janv., br.-goél, ott. EVGHENIA, 162 tx c. Anagnosti, avec 165 tx caroubes p. Cette pav. au capitaine: (relâche)."
MAR_SM,1895_1_13,3,Du 13 janvier,SAINT-LOUIS-DU-RHONE,12 janv.,,ch,fr,AIGLE,"6, 212 tx",e. Royer,"avec 130 tx, div.",p. divers,Gie Lyonnaise,,"SAINT-LOUIS-DU-RHONE, 12 janv., ch. fr. AIGLE o 6, 212 tx, e. Royer, avec 130 tx, div. p. divers Gie Lyonnaise."
MAR_SM,1895_1_13,3,Du 13 janvier,SAINT-LOUIS-DU-RHONE,12 janv.,,chal.,fr.,12,272 ts,e. Pla,sur lest,,Cie Lyonnaise,,"SAINT-LOUIS-DU-RHONE, 12 janv., chal. fr. 12, 272 ts, e. Pla, sur lest : Cie Lyonnaise."
MAR_SM,1895_1_13,3,Du 13 janvier,SAINTE-MARIE-DE-BATHURST,29 dee.,"Las-Palmas, 4 janv.",vap,ang,SWAN,778 tx,c. Raudall,avee 656 tx arachides,à ordre,nav. au capitaine,passé le Detroit le 8 janvier.,"SAINTE-MARIE-DE-BATHURST, 29 dee.; Las-Palmas, 4 janv., vap. ang. SWAN, 778 tx, c. Raudall, avee 656 tx arachides à ordre; nav. au capitaine passé le Detroit le 8 janvier."
MAR_SM,1895_1_13,3,Du 13 janvier,SEVILLE,13 dée,"Cadix, 25; Algeciras, 25; Malaga, 27: Alcudia, 28; Carthagène, 29; Alicante, 31 Valence, 3 janv.; Barcelone, 6: San-Felleu, 8: Palamos, 8: Saint-Louis-du-Rhône, 12",vap,esp,NUEVO-ESTREMADURA,741 tx,e. Jaen,avec 190 tx div.,p. div.,nav. à MM. Vidal et Cie,2 passagers,"SEVILLE, 13 dée; Cadix, 25; Algeciras, 25; Malaga, 27: Alcudia, 28; Carthagène, 29; Alicante, 31 Valence, 3 janv.; Barcelone, 6: San-Felleu, 8: Palamos, 8: Saint-Louis-du-Rhône, 12, vap. esp. NUEVO-ESTREMADURA, 741 tx, e. Jaen, avec 190 tx div. p. div.; nav. à MM. Vidal et Cie 2 passagers"
MAR_SM,1895_1_13,3,Du 13 janvier,SOUSSE,Sjanv,"Monastier, 5; Mehdia, 5: Stax, 6: Gabès, 7: Djerba, 1 Tripoli, 8; Maite, 10; Tunis, 11",vap,fr,MOISE,701 tx,e. Fouesnel,avec 128 x div.,p. divers,Cie Transatlantique,,"SOUSSE, Sjanv; Monastier, 5; Mehdia, 5: Stax, 6: Gabès, 7: Djerba, 1 Tripoli, 8; Maite, 10; Tunis, 11, vap. fr. MOISE, 701 tx, e. Fouesnel, avec 128 x div. p. divers: Cie Transatlantique."
MAR_SM,1895_1_13,3,Du 13 janvier,TRIESTE,19 nov.,,tr.-m.,aut.,ANNETTA.,"392 1,","e. Vucassovich,","avec 730 douelles et traverses,","p. M. Gairard,",ainsi que le navire.,,"TRIESTE, 19 nov., tr.-m. aut. ANNETTA. 392 1, e. Vucassovich, avec 730 douelles et traverses, p. M. Gairard, ainsi que le navire."
MAR_SM,1895_1_13,3,Du 13 janvier,TUNIS,5 janv.,"Bizerte, 5; Bone, 6; Philippeville, 7: Bougie, 8: Alger, 11 Port-Vendres, 12",vap,fr,ABD-EL-KADER,762 tx,e. Bernardoni,avec 171 tx div.,p. divers,Cle Transatlantique,,"TUNIS, 5 janv.; Bizerte, 5; Bone, 6; Philippeville, 7: Bougie, 8: Alger, 11 Port-Vendres, 12, vap. fr. ABD-EL-KADER, 762 tx, e. Bernardoni, avec 171 tx div. p. divers; Cle Transatlantique."
MAR_SM,1895_1_13,3,Du 13 janvier,TUNIS,5 janvier,,vap,fr,OASIS,768 ti,e. Barrau,avec 700 tx div,p. divers,Cle Mixte,19 passagers,"TUNIS, 5 janvier, vap. fr. OASIS, 768 ti, e. Barrau, avec 700 tx div. p. divers; Cle Mixte; 19 passagers."
MAR_SM,1895_1_13,3,Du 13 janvier,VENISE,25 die,"Trieste, 27; Ancone, 28; Viesti, 29, Manfredonia, 29, Barletta, 30, Bari, 30, Briadis, 31; Tarente, fer janv.; Cotrone, 2; Catan zaro 2 Riposto. 3; Messine, 4: Palerme, 7; Trapani, 8; Cagliari, 18; Livourne, 11: Gênes, 12",vap,it,SIMETO,"1,098 tx",e. Noera,avec 300 tx div,p. divers,Cle Florio-Rabattino,26 pas sagers,"VENISE, 25 die; Trieste, 27; Ancone, 28; Viesti, 29, Manfredonia, 29, Barletta, 30, Bari, 30, Briadis, 31; Tarente, fer janv.; Cotrone, 2; Catan zaro 2 Riposto. 3; Messine, 4: Palerme, 7; Trapani, 8; Cagliari, 18; Livourne, 11: Gênes, 12, vap. it. SIMETO, 1,098 tx, e. Noera, avec 300 tx div. p. divers; Cle Florio-Rabattino; 26 pas sagers."
MAR_SM,1895_1_15,3,Du 14 janvier.,AKANTHUI (Chypre),6 oct,,tr.-mâts,it.,AGUILA,de 285 tx,e. Spano,avec 267 tx caroubes,p. Gette,nav. au capitaine,,"AKANTHUI (Chypre), 6 oct, tr.-mâts it. AGUILA, de 285 tx. e. Spano, avec 267 tx caroubes, p. Gette; nav. au capitaine."
MAR_SM,1895_1_15,3,Du 14 janvier.,ALGER,13 janv.,,Vap,fr,GENERAL-CHANZY,720 fre Is,e Lelanchon,avec 78 tx div p. divers,Cie Transatlantique,,57 passagers dont 53 militaires. b.,"ALGER, 13 janv., Vap. fr GENERAL-CHANZY, 720 fre Is, e Lelanchon, avec 78 tx div p. divers; Cie Transatlantique; 57 passagers dont 53 militaires. b."
MAR_SM,1895_1_15,3,Du 14 janvier.,ALGER,12 janv.,,vap,fr,ORIENT,573 tx,e Ple- tri,"avec 30 tx div. 495 moutons, 29 barufe",p. divers nav.,A MM. Caillol et Saintplerre,5 passagers,"ALGER, 12 janv., vap. fr. ORIENT, 573 tx, e Ple- tri, avec 30 tx div. 495 moutons, 29 barufe p. divers nav. A MM. Caillol et Saintplerre; 5 passagers."
MAR_SM,1895_1_15,3,Du 14 janvier.,ALGER,11 janv.,,vap,fr,BASTIAIS,de 471 tx,e. dr Antoni,avee 117 tx div.,p. divers,nav. à la Cle te Mixte,10 passagers.,"ALGER. 11 janv., vap. fr. BASTIAIS, de 471 tx, e. dr Antoni, avee 117 tx div. p. divers; nav. à la Cle te Mixte; 10 passagers."
MAR_SM,1895_1_15,3,Du 14 janvier.,ALGEP,11 janv.,,vap.,fr.,DAUPHINE,de 523 tx,e. Bonnot,avec 83 tx divers et 122 moutons,p. divers,nav. à la Société Générale,14 passa- gers.,"ALGEP, 11 janv., vap. fr. DAUPHINE, de 523 tx, e. Bonnot, avec 83 tx divers et 122 moutons, p. divers; nav. à la Société Générale; 14 passa- gers."
MAR_SM,1895_1_15,3,Du 14 janvier.,APIA (Océanie),11 sep.,"Cadix, 24 déc.",tr.-m.,,Dory. NJAAL,540 tx,c. Hansen,avec 720 tx co-,p. MM. Diemer et Poupardin,nav. au ca-,pitalne détroit 31 déc.,"APIA (Océanie), 11 sep. ; Cadix, 24 déc. tr.-m. Dory. NJAAL, 540 tx, c. Hansen, avec 720 tx co- prabs p. MM. Diemer et Poupardin nav. au ca- pitalne détroit 31 déc."
MAR_SM,1895_1_15,3,Du 14 janvier.,BJORNEBORG (Pielande),25 sept.,,tr.-m. aut.,,TRI- No. 431,tx,e. Nicolleh,"avec 198 stand, planches S et planchettes à ordre",,nav. au capitaine,de- troit 6 nov.,"BJORNEBORG (Pielande). 25 sept.,tr.-m. aut. TRI- No. 431 tx, e. Nicolleh, avec 198 stand, planches S et planchettes à ordre; nav. au capitaine; de- troit 6 nov."
MAR_SM,1895_1_15,3,Du 14 janvier.,Philippeville,11,12,vap,fr,BASTIA,de 635 tx,e. Poggi,avee 180 tx div,p divers,nav. à la Cle Transatlantique,"14 passagers, dont 2 militaires","BONE, 10 janv.: Philippeville, 11: Bougle, 12, vap. fr. BASTIA, de 635 tx. e. Poggi, avee 180 tx div. p divers; nav. à la Cle Transatlantique; 14 passagers, dont 2 militaires"
MAR_SM,1895_1_15,3,Du 14 janvier.,BURNOS AYRES,ter nov.,,t-tm.,,GIUSEPPE-8.,de 858 tx,e. Maglione,avec 700 tx cornes et de- glons,à ordre;,Dav. au capitaine;,détroit 9 jan.,"BURNOS AYRES, ter nov., t-tm. It. GIUSEPPE-8. 858 tx, e. Maglione. avec 700 tx cornes et de- glons à ordre; Dav. au capitaine; détroit 9 jan."
MAR_SM,1895_1_15,3,Du 14 janvier.,CETTE,13 janv.,,vap.,fr.,ALIX.,de 161 tx,c. Aricoeur,avec 180 tx div.,p. divers,"nav, à M. Mouriés",,"CETTE, 13 janv. vap. fr. ALIX. de 161 tx, c. Ari- coeur, avec 180 tx div. p. divers; nav, à M. Mouriés."
MAR_SM,1895_1_15,3,Du 14 janvier.,KOTKA 76et,23 die,,tr.-mats,,BALDO-1,de 26 tx,c. Kopsiä,avec 234 sted. planches et madriers,à ordre,nav. au capitaine,"détroit, 18 decembre","KOTKA 76et: Barcelone, 23 die, tr.-mats aut BALDO-1, de 26 tx, c. Kopsiä, avec 234 sted. planches et madriers, à ordre; nav. au capitaine: détroit, 18 decembre"
MAR_SM,1895_1_15,3,Du 14 janvier.,HULL,20 dée,"Naples, 1er janv. Livourne, 5 Génes, 13",van,ang,CALYPSO,835 tx,e. Bray,avec 500 tk. dlv,p. divers,nav. a MM. Alexan- der at le,,"HULL, 20 dée ; Naples, 1er janv. Livourne, 5 Génes, 13; van. ang. CALYPSO, 835 tx. e. Bray; avec 500 tk. dlv. p. divers; nav. a MM. Alexan- der at le"
MAR_SM,1895_1_15,3,Du 14 janvier.,LA NOUVELLE,12 janv.,"Cette, 13",vap,fr,BLI- DAB,266 tx,e. Harrau,260 tt div,p. divers,Cle Fraitant rahaer,,"LA NOUVELLE, 12 janv.: Cette, 13; vap fr. BLI- DAB. 266 tx, e. Harrau, 260 tt div. p. divers; Cle Fraitant rahaer"
MAR_SM,1895_1_15,3,Du 14 janvier.,NEW-YORK,22 déc.,"Gibraltar, 10 janv.",vap,ang,PAWECE,1167 tx,e. Aitkenhead,"avee 700 tx div., 140 bouts p. divers",,nav. a M. Budd,,"NEW-YORK, 22 déc.; Gibraltar, 10 janv. : vap. ang. PAWECE, 1167 tx, e. Aitkenhead, avee 700 tx div., 140 bouts p. divers; nav. a M. Budd."
MAR_SM,1895_1_15,3,Du 14 janvier.,NEW-YORK,15 oct.,,tr.-m. aut.,,FRANCESCA-T.,1111 tx,Tonetti,atec 6478 bls pétrole,à ordre:,niv. à Saunier detrell,6 déc,"NEW-YORK, 15 oct. tr.-m. aut. FRANCESCA-T. 1111 tx Tonetti, atec 6478 bls pétrole à ordre: niv. à Saunier detrell 6 déc"
MAR_SM,1895_1_15,3,Du 14 janvier.,NICE,11 janv.,"Toulon, 13",vap,fr,Médéah,de 230 tx,e. Ramade,avec 110 tx div.,p. divers,"nav, à la Cle Pratssinet","& pastagért,","NICE 11 janv.; Toulon, 13, vap. fr. Médéah, de 230 tx, e. Ramade, avec 110 tx div. p. divers: nav, à la Cle Pratssinet; & pastagért,"
MAR_SM,1895_1_15,3,Du 14 janvier.,NORDMALINU,5 nor,,tr,russe,JUPITER,de 618 tx,e. Svalm,"avee 268 stand, planches et ma- driers, & ordre",,nav. au capitaine,"détroit, 18 décembre","NORDMALINU, 5 nor. tr.-máts russe JUPITER, de 618 tx, e. Svalm, avee 268 stand, planches et ma- driers, & ordre; nav. au capitaine; détroit, 18 décembre."
MAR_SM,1895_1_15,3,Du 14 janvier.,NORDMALING,14 nov.,,tr,,ILIA,de 746 tx,e. Radimiri,avec 268 stand. planches et madriers,à ordre,nav. an capitaine,"détroit, A Janvier","NORDMALING, 14 nov., tr.-mâts aut. ILIA, de 746 tx, e. Radimiri, avec 268 stand. planches et madriers, à ordre; nav. an capitaine; détroit, A Janvier"
MAR_SM,1895_1_15,3,Du 14 janvier.,ODESSA,3 janv.,,vap,ang,CAFELA,1349 tx,e. Govern,"avec 2800 ts blé et div., 1500 moutons",p. divers,nav. à M. Crémieux,,"ODESSA, 3 janv.: Cavack, 4: vap. ang. CAFELA 1349 tx, e. Govern, avec 2800 ts blé et div., 1500 moutons p. divers: nav. à M. Crémieux."
MAR_SM,1895_1_15,3,Du 14 janvier.,PHILADELPHIE,4 déc.,,tr,ang,STAINWORA,1099 tx,e. Robbino,avee 7150 bis pétrole,p. Saint-Louis,du-Rhône nav. & M. Baugler,,"PHILADELPHIE. 4 déc., tr.-ang. STAINWORA, 1099 tx, e. Robbino, avee 7150 bis pétrole, p. Saint-Louis; du-Rhône nav. & M. Baugler,"
MAR_SM,1895_1_15,3,Du 14 janvier.,POINTE-A-PITRE,5 nov,,tr.-m.,it.,MICHELE,412 tx,e. Scotto,avec 390 tx caapêche,p. Lieu-,twad de T. osv,au capitaine: détroit 30 déc,"POINTE-A-PITRE, 5 nov. tr.-m. it. MICHELE, 412 tx, e. Scotto, avec 390 tx caapêche p. Lieu- twad de T. osv au capitaine: détroit 30 déc"
MAR_SM,1895_1_15,3,Du 14 janvier.,POINTE A PITRE,19 oct.,,tr.m.,fr.,AUTOMNE,331 tx,e. Olivier,avec 280 tx campeche et div.,,"nav, à M. Salles",détroit 8 déc,"POINTE A PITRE, 19 oct.. tr.m. fr. AUTOMNE. 331 tx, e. Olivier, avec 280 tx campeche et div. PIM. Lieutaud: nav, à M. Salles: détroit 8 déc"
MAR_SM,1895_1_15,3,Du 14 janvier.,POINTR-A-PITHR,21 oct.,,bk-goél,fr,AtGESTA,de 342 tx,"e, Simoc",avec 350 tx eampêche et talia,p. M. Lieutaud de T.,nav. à M. Salles,detroit. 9 décembre.,"POINTR-A-PITHR, 21 oct., bk-goél. fr. AtGESTA, de 342 tx, e, Simoc, avec 350 tx eampêche et talia, p. M. Lieutaud de T.; nav. à M. Salles: detroit. 9 décembre."
MAR_SM,1895_1_15,3,Du 14 janvier.,SAINT-PIERRE,3 nov.,,tr-mits,,MARGHERITA,de 498 ix,e Longol-ardo,avec 500 tx campéche et tafia,à ordre,nav. au capitaine,"détroit, 16 décembre","SAINT-PIERRE (Martinique), 3 nov.. tr-mits it. MARGHERITA, de 498 ix, e Longol-ardo, avec 500 tx campéche et tafia, à ordre; nav. au capi- taine: détroit, 16 décembre."
MAR_SM,1895_1_15,3,Du 14 janvier.,SEBASTOPOL,ter janv.,,vap,ang,HENRIETTE-H,de 1405 tx,e. Berg,avec 3000 tx blé et avoiue,à ordre,nav. à M. Wats-Wards,,"SEBASTOPOL, ter janv.: Cavack, 3: Palerme, 10, vap. ang. HENRIETTE-H, de 1405 tx, e. Berg, avec 3000 tx blé et avoiue, à ordre; nav. à M. Wats-Wards."
MAR_SM,1895_1_15,3,Du 14 janvier.,TANGER,8 janv.,"Gibraltar, 8: Malaga, 9; Melil- la, 10; Nemours, 10; Oran, 12;",vap.,fr.,KLEBER.,"803 tx,","e. Corno,",avec 233 tx div.,p. divers;,Cie Transatlantique;,55 passagers dont 9 militaires.,"TANGER, 8 janv.; Gibraltar, 8: Malaga, 9; Melil- la, 10; Nemours, 10; Oran, 12; vap. fr. KLEBER. 803 tx, e. Corno, avec 233 tx div. p. divers; Cie Transatlantique; 55 passagers dont 9 militaires."
MAR_SM,1895_1_15,3,Du 14 janvier.,UMEA,10 oct.,"Barcelone, 2 janv.",tr.-.it.,,THIOG GIA,484 tx,e Busetto,avec 216 stand. planches et maudriers,à ordre,Dav. au capitaine,détroit 7 décembre.,"UMEA, 10 oct. Barcelone, 2 janv., tr.-.it. THIOG GIA. 484 tx, e Busetto, avec 216 stand. planches et maudriers à ordre ; Dav. au capitaine; détroit 7 décembre."
MAR_SM,1895_1_16,3,Du 15 janvier.,ANVERS,23 dée,"le Havre, 27; Lisbonne, 4 janv.; Barcelone, 10; Cette, 14",vap,fr,SAINT-PAUL,612 1x,e. Talva,avec 100 tx div,p. divers,nav. à MM. Gondrand frères,,"ANVERS, 23 dée; le Havre, 27; Lisbonne, 4 janv.; Barcelone, 10; Cette, 14, vap. fr. SAINT-PAUL, 612 1x, e. Talva, avec 100 tx div. p. divers; nav. à MM. Gondrand frères."
MAR_SM,1895_1_16,3,Du 15 janvier.,BERDIANSKA,2 nov.,"Constantinople, 17; Salias d'Hyères, 12 janv.",bk,grec,LORD-BYRON,320 IX,e. Pradis,avec 580 tx blé,p. Tarragone,nav. ad capitaine,,"BERDIANSKA, 2 nov.; Constantinople, 17; Salias d'Hyères, 12 janv., bk grec LORD-BYRON, 320 IX: e. Pradis, avec 580 tx blé, p. Tarragone; nav. ad capitaine."
MAR_SM,1895_1_16,3,Du 15 janvier.,BOMBAY,23 déc.,"Périm, 31: Suez. 2 janv.; Port, Sald, 6",vap.,ang.,CASPIAN,2318 tx,e. Beard,avec 5000 div.,p. divers,nav. à M. Budd,5 passagers.,"BOMBAY, 23 déc.; Périm, 31: Suez. 2 janv.; Port, Sald, 6, vap. ang. CASPIAN, 2318 tx, e. Beard avec 5000 div. p. divers; nav. à M. Budd, 5 passagers."
MAR_SM,1895_1_16,3,Du 15 janvier.,BONE,10 janv.,"Philippeville, 11; Bougie, 13",vap,fr,FRANCHE-COMTE,514 tx,e. Moalnier,avec 133 tx div.,p. divers,Société Générale,,"BONE. 10 janv.: Philippeville, 11; Bougie, 13, vap. fr. FRANCHE-COMTE, 514 tx, e. Moalnier, avec 133 tx div. p. divers; Société Générale."
MAR_SM,1895_1_16,3,Du 15 janvier.,DUNKERQUE,28 dée,"Bordeaux, 7 janv.",vap,fr,PRESIDENT-LE-ROY-LALLIER,250 tx,e. Bar- bion,avec 1400 tx div.,p. divers,Cle des Vapeurs du Nord,Passé le détroit le 11 courant.,"DUNKERQUE, 28 dée.; Bordeaux, 7 janv., vap. fr. PRESIDENT-LE-ROY-LALLIER, 250 tx, e. Bar- bion, avec 1400 tx div. p. divers; Cle des Vapeurs du Nord. Passé le détroit le 11 courant."
MAR_SM,1895_1_16,3,Du 15 janvier.,FIUME,9 oct.,"Barcelone, 9 janv.",3.-m. aut.,,CAT- TERINA-B.,383 tx,e.Thian,"avec 643 tx douelles, et madriers",p. M. Gairard,nav. au caoitaine,,"FIUME, 9 oct.; Barcelone, 9 janv., 3.-m. aut. CAT- TERINA-B., 383 tx, e.Thian, avec 643 tx douelles, et madriers p. M. Gairard; nav. au caoitaine FIUME, 29 nov., tr.-m. aut. GRAD-KARLOVAC. 486 tx. e. di Randich, 393.682 douelles, p. Cette; nav. à M. Calvo,"
MAR_SM,1895_1_16,3,Du 15 janvier.,GIRGENTI,21 dde.,"Cagliari, 3 jany",br.-goél.,it.,REGINA VINCITRICE,168 tx,e. Damadre,avec 270 tx soufre,à ordre,nav. au capitaine,,"GIRGENTI, 21 dde.: Cagliari, 3 jany, br.-goél. it. REGINA VINCITRICE, 168 tx, e. Damadre, avec 270 tx soufre à ordre; nav. au capitaine."
MAR_SM,1895_1_16,3,Du 15 janvier.,LA CIOTAT,15 janv.,,vap,fr,SYDNEY,2081 tx,e. Fabre,sur lest,,Messageries Maritimes,,"LA CIOTAT, 15 janv., vap. fr. SYDNEY, 2081 tx, e. Fabre, sur lest, Messageries Maritimes."
MAR_SM,1895_1_16,3,Du 15 janvier.,LIVOURNE,12 janv.,"Bastia, 14",vap,fr,CYR- NOS,de 390 tx,e. Lacotte,avee 195 tx div,p. di- vers,Cie Fraissinet,"41 passagers, dont 5 mill taires","LIVOURNE, 12 janv.; ""Bastia, 14; vap. fr. CYR- NOS, 390 tx, e. Lacotte, avee 195 tx div. p. di- vers; Cie Fraissinet; 41 passagers, dont 5 mill taires."
MAR_SM,1895_1_16,3,Du 15 janvier.,LONDRES,6 janv.,,vap,fr,MEDOC,2086 tx,c. Fauran,avec 1400 tx div.,p. divers,Messageries Maritimes,Passé le détroit le 13 janv.,"LONDRES, 6 janv.; Le Havre, 8, vap. fr. MEDOC, 2086 tx, c. Fauran, avec 1400 tx div. p. divers: Messageries Maritimes. Passé le détroit le 13 janv."
MAR_SM,1895_1_16,3,Du 15 janvier.,NAPLES,12 janv.,,vap,,GYPTIS,643 tx,e. Pa- ranque,avec 220 tx div.,p. divers;,Cie Fraissi- net,31 passagers.,"NAPLES, 12 janv., vap. Ir. GYPTIS, 643 tx, e. Pa- ranque, avec 220 tx div. p. divers; Cie Fraissi- net 31 passagers."
MAR_SM,1895_1_16,3,Du 15 janvier.,NOVOROSSISK,23 dée,"Batoum, 26; Trébizonde, 28. Samsoun, 29: Constantinople, 1er janv.; Na- ples, 12",vap,fr,MINGRELIE,"1,252 tx",e Giboin,"avec 1,905 tx div",p. divers,Cie Paquet,11 pas- sagers,"NOVOROSSISK, 23 dée.: Batoum, 26; Trébizonde, 28. Samsoun, 29: Constantinople, 1er janv.; Na- ples, 12, vap fr. MINGRELIE, 1,252 tx, e Giboin, avec 1,905 tx div. p. divers; Cie Paquet: 11 pas- sagers."
MAR_SM,1895_1_16,3,Du 15 janvier.,PHILIPPEVILLE,13 janv.,,vap.,fr.,SAINT-AUGUS TIN,de 794 tx.,c. Casteljau,avec 298 tx div.,p. divers,Cie Transatlantique,"69 passagers, dout 40 militaires.","PHILIPPEVILLE, 13 janv., vap. fr. SAINT-AUGUS TIN, 794 tx. e. Casteljau, avee 298 tx div. p. divers: Cie Transatlantique; 69 passagers, dout 40 militaires."
MAR_SM,1895_1_16,3,Du 15 janvier.,PHILIPPEVILLE,11 janv.,"Bone, 12; Ajaccio. 14",vap,fr,LA-CORSE,523 ts,Dor,avee 310 tx div,p. divers,Cie Transatlantique,"46 passa- gers, dont 5 militaires.","PHILIPPEVILLE, 11 janv.: Bone, 12; Ajaccio. 14, vap. fr. LA-CORSE. 523 ts, e Dor, avee 310 tx div. p. divers: Cie Transatlantique; 46 passa- gers, dont 5 militaires."
MAR_SM,1895_1_16,3,Du 15 janvier.,ROTTERDAM,5 janv.,"Southampton, 8",vap,hol,SOEMBING,"de 1,992 tx",e. Guthrie,avec 1.500 tx div.,p. divers,"nav, à MM. Ruys et Cle",80 pas- sagers dont 71 militaires.,"ROTTERDAM, 5 janv.; Southampton, 8, vap. hol. SOEMBING, 1,992 tx, e. Guthrie, avec 1.500 tx div. p. divers nav, à MM. Ruys et Cle; 80 pas- sagers dont 71 militaires."
MAR_SM,1895_1_17,3,Du 16 janvier.,ALGER,15 janvier,,vap.,fr.,VILLE-D'ALGER,de 674 tx,e. Perdrigeon,avee 185 tx div.,pour divers:,Cie Transatlantique:,79 passagers dont 11 militaires.,"ALGER, 15 janvier, vap. fr. VILLE-D'ALGER, de 674 tx, e. Perdrigeon, avee 185 tx div. pour divers: Cie Transatlantique: 79 passagers dont 11 militaires."
